60
97.82 39.41
13.33 35.09
17.23 53.18
59.16 3.54
21.00 16.83
12.72 43.21
39.61 41.67
59.02 97.72
16.64 83.53
22.00 18.85
76.97 17.19
56.54 74.34
48.88 37.14
2.75 96.23
12.70 74.92
61.99 14.94
18.10 49.09
17.11 38.53
32.12 56.90
18.94 9.75
69.74 21.72
32.63 42.99
79.68 70.79
89.42 25.87
0.38 85.79
7.76 37.48
95.07 28.70
3.27 90.43
43.01 36.08
63.39 28.43
73.93 91.75
2.80 63.15
71.23 32.35
90.50 54.33
97.19 11.15
80.23 6.40
78.20 42.85
25.78 68.26
55.42 83.31
89.62 51.15
90.35 60.91
82.88 77.83
92.95 42.09
91.90 1.54
6.23 57.55
95.92 83.17
71.22 94.55
93.88 30.86
6.46 10.20
35.48 48.81
74.24 24.73
63.21 13.39
6.91 66.86
35.11 57.16
74.60 85.36
61.03 83.69
94.75 84.18
55.01 50.40
82.56 73.77
28.34 60.38
