90
57.17 16.42
35.71 66.25
66.14 40.63
79.00 11.84
54.29 21.50
46.25 76.62
53.52 58.45
99.15 43.44
55.41 83.83
54.41 88.43
14.28 32.20
70.21 63.06
43.97 18.25
61.18 34.71
53.06 83.64
79.99 67.93
77.21 94.19
43.51 30.41
73.70 26.11
64.87 37.06
49.05 38.61
27.94 73.30
37.94 86.52
17.77 68.07
48.86 45.22
92.80 34.71
35.02 57.14
68.30 69.53
47.12 17.70
46.07 34.70
79.93 56.86
96.21 14.68
84.14 41.98
88.37 11.71
69.58 76.65
34.87 52.45
47.15 81.21
91.91 50.33
24.06 71.11
18.94 70.69
36.90 88.49
30.93 12.38
71.02 35.68
68.50 62.29
4.61 76.19
12.92 98.69
49.84 90.29
58.07 38.20
40.58 90.47
71.35 29.40
70.14 16.27
78.04 43.32
46.08 8.53
44.50 64.50
49.87 2.22
91.13 84.13
78.52 94.45
84.60 58.91
80.49 72.14
99.96 31.98
44.16 37.90
44.63 36.23
83.08 32.96
63.49 2.62
8.33 34.90
73.76 55.79
72.52 11.29
8.43 99.38
70.28 46.58
58.89 9.09
34.00 9.67
12.34 4.01
84.11 10.89
53.38 36.72
72.83 39.75
4.75 96.94
42.95 91.44
19.90 83.77
31.41 7.90
18.61 45.26
15.73 19.19
88.42 24.93
33.13 47.60
51.77 98.49
45.04 28.53
47.14 1.61
55.21 96.72
18.09 12.67
56.15 31.93
45.23 20.54
