50
39.24 39.90
10.35 63.43
6.22 6.73
20.88 16.23
34.01 5.26
0.02 15.13
10.15 36.36
2.55 87.43
61.41 14.86
25.23 34.74
36.42 12.28
84.89 99.31
46.60 48.38
8.59 10.22
34.26 26.48
82.89 16.14
2.31 95.10
52.83 14.66
54.32 2.70
52.81 97.85
86.33 69.62
26.11 36.67
16.70 77.19
53.26 77.91
32.97 22.30
81.15 98.49
85.26 80.61
81.83 73.99
22.67 51.76
35.56 2.90
2.79 27.94
25.92 69.25
95.65 44.72
93.70 98.80
95.50 36.46
22.05 22.68
19.67 20.44
62.41 90.03
84.04 47.95
65.30 79.96
8.48 66.06
90.98 78.23
75.01 47.80
17.85 78.91
33.25 80.08
97.17 39.58
40.14 94.68
72.48 17.00
12.70 15.12
90.49 80.65
