100
24.73 6.47
3.39 55.26
32.58 98.03
88.35 98.78
26.49 8.41
9.64 49.85
70.98 44.70
23.42 41.68
62.03 67.41
74.80 84.70
66.44 12.12
84.09 29.38
56.69 37.30
73.81 19.92
24.74 24.53
15.33 88.42
57.83 32.63
39.61 99.24
50.73 23.14
80.84 65.33
99.10 10.23
47.48 81.91
84.06 91.44
4.04 29.37
11.92 18.96
97.30 58.32
93.02 37.22
86.61 44.91
25.99 77.78
94.57 10.58
59.61 61.99
21.76 36.87
14.14 20.40
25.49 59.94
65.16 20.34
1.14 32.72
67.83 18.51
31.22 20.34
79.53 54.80
6.33 10.14
39.53 55.01
63.92 9.12
16.37 69.54
40.98 28.33
30.76 95.32
31.24 56.65
35.72 41.64
86.42 99.66
36.38 19.72
72.80 20.37
0.59 90.16
42.38 82.04
40.62 88.28
46.09 16.25
1.48 55.15
64.07 90.98
8.90 62.22
37.08 50.45
14.59 28.33
52.12 92.55
10.88 49.05
80.48 96.69
19.73 12.67
94.31 97.55
48.27 5.34
92.62 38.79
90.42 62.03
82.46 16.03
78.58 22.21
40.45 84.64
82.92 18.30
21.81 39.97
51.79 38.36
12.31 24.71
72.49 89.73
4.11 56.23
75.75 3.81
83.82 11.77
59.95 55.01
62.70 30.62
42.01 58.26
42.57 65.88
44.68 43.84
2.34 61.89
48.95 23.53
76.36 78.00
45.83 17.96
47.32 10.71
12.85 43.06
9.17 44.20
51.02 4.08
73.35 77.76
51.15 5.43
50.39 37.79
95.09 13.62
73.21 81.50
19.37 98.17
49.19 95.66
91.60 16.51
78.84 93.06
