100
52.50 36.73
51.63 66.75
77.59 97.40
63.61 63.10
82.34 41.43
63.35 46.40
73.77 16.88
93.03 84.71
72.91 81.78
3.36 29.89
95.99 81.29
63.33 34.47
85.77 4.82
95.84 97.85
35.42 61.66
1.47 75.18
94.77 14.50
34.20 27.41
59.22 30.44
17.06 11.91
32.88 18.59
96.92 96.16
68.47 82.51
33.63 12.23
46.13 37.17
69.80 97.50
82.98 2.09
29.61 70.19
21.19 91.85
13.37 54.44
11.19 48.51
22.06 97.49
19.03 32.81
47.19 88.41
11.93 34.05
83.65 39.53
25.02 52.43
37.70 21.64
23.09 67.29
91.34 1.19
13.67 50.05
65.61 86.18
93.47 9.23
76.44 85.86
45.72 18.76
82.67 56.30
3.06 61.19
12.46 75.33
41.51 66.26
0.84 82.38
99.91 98.74
7.08 99.57
10.72 34.66
17.93 79.31
94.96 72.69
61.38 65.58
26.68 71.38
21.14 95.14
98.79 97.57
12.60 77.88
31.51 86.03
73.94 15.46
3.64 92.66
43.63 36.78
14.58 63.47
83.69 11.24
44.73 34.85
13.39 9.63
89.47 92.18
35.26 57.75
33.42 45.65
60.16 23.06
72.02 94.00
7.38 86.18
67.14 82.27
26.75 26.63
32.70 98.93
54.98 35.76
64.71 85.19
60.36 30.76
80.83 44.66
52.15 2.91
6.19 17.46
36.63 24.69
78.24 35.34
56.11 70.51
75.09 67.88
41.87 88.20
21.73 30.56
23.27 54.20
44.97 38.22
3.03 23.16
83.72 9.86
5.47 54.21
39.65 27.01
71.64 81.57
19.77 95.97
99.46 51.45
28.09 57.79
99.75 88.00
