70
87.36 85.87
11.04 85.14
67.82 95.62
72.59 89.12
87.71 55.04
28.37 34.83
62.56 69.56
25.53 6.83
33.04 5.38
77.66 27.44
2.90 53.56
74.74 59.18
96.40 30.19
63.77 58.99
93.50 6.42
63.24 10.21
0.34 2.46
82.04 47.88
26.20 79.89
65.53 3.40
86.78 84.84
76.65 28.40
71.82 6.27
52.37 34.42
88.14 33.83
74.77 6.48
10.39 58.52
38.88 14.37
4.19 64.22
39.97 27.40
0.22 20.18
3.26 46.02
28.58 36.38
29.92 47.40
45.40 33.53
23.11 32.95
14.59 68.00
70.83 5.98
99.48 1.96
85.59 32.35
22.55 49.87
1.19 68.97
1.21 98.22
11.36 68.95
49.71 86.49
88.61 1.31
45.24 89.83
12.39 46.83
13.16 73.50
82.88 80.99
28.35 87.34
5.62 37.41
56.84 24.52
8.81 18.87
19.60 96.91
0.50 64.46
15.51 26.78
26.81 63.12
11.58 42.36
32.99 20.64
3.64 38.04
39.29 96.27
21.39 82.97
60.29 94.20
37.97 35.68
69.62 41.65
67.19 48.70
58.28 62.56
45.91 27.45
29.47 92.25
