70
13.17 27.38
27.77 15.89
29.48 22.65
63.51 77.39
26.67 11.94
29.00 69.21
48.98 40.53
27.56 67.98
16.81 95.06
10.25 32.13
89.48 39.61
64.62 48.42
44.71 79.36
66.10 80.54
95.82 2.11
56.21 91.60
8.78 93.52
74.06 53.95
57.62 19.44
21.93 15.76
59.62 2.92
94.45 47.57
60.28 22.38
8.59 34.27
2.86 98.21
38.88 11.92
59.56 88.12
97.10 30.44
26.82 44.90
45.31 51.12
49.92 50.43
66.58 92.36
46.62 45.42
43.20 6.25
90.81 88.22
19.12 31.39
70.59 41.84
70.29 4.33
43.58 54.80
93.74 33.42
74.53 27.79
32.93 28.21
47.61 18.76
63.28 45.86
76.30 75.76
42.21 66.90
68.59 18.91
96.16 78.15
25.69 9.48
92.85 12.05
50.62 82.65
21.11 47.64
18.38 5.23
31.07 66.71
90.32 30.99
11.20 21.69
10.32 66.71
48.13 46.70
70.75 28.74
69.45 66.22
98.60 64.56
8.42 23.09
75.63 35.12
79.94 88.60
94.90 68.53
37.39 62.89
72.59 67.97
32.55 43.97
75.26 12.87
41.53 4.04
