90
52.93 70.53
55.14 20.83
23.58 13.12
6.25 76.79
76.30 3.63
64.79 99.38
26.29 4.29
9.46 47.66
96.77 58.73
2.20 16.60
69.77 66.10
27.71 2.16
62.17 93.75
75.56 17.95
91.33 73.43
72.64 62.35
50.91 46.59
76.73 45.89
22.96 5.98
2.76 75.11
39.16 54.70
46.41 78.16
12.52 89.17
62.10 4.97
60.67 96.73
43.20 45.05
50.10 15.58
33.00 75.00
77.81 12.02
88.41 81.77
21.07 64.72
26.20 88.74
94.07 87.07
47.39 95.87
98.12 18.09
74.51 23.58
2.47 49.80
82.03 99.17
43.17 25.22
26.07 17.54
43.31 94.12
60.04 74.19
38.03 53.60
1.27 63.98
6.42 62.60
96.38 13.26
74.18 52.28
49.66 32.26
51.78 76.09
25.22 72.91
51.61 98.01
14.25 34.93
65.39 45.36
43.86 57.37
61.51 79.96
67.25 34.26
73.02 20.89
70.78 85.79
66.94 68.19
66.93 73.10
51.44 91.10
31.82 50.67
53.09 11.60
33.02 36.48
40.88 35.91
91.06 36.00
46.68 4.30
86.91 98.42
15.31 68.15
94.40 72.18
96.78 25.77
93.66 30.33
75.31 29.94
57.83 0.55
33.64 97.20
97.46 5.44
19.23 72.40
63.14 66.16
96.86 15.65
51.21 20.73
43.65 67.44
70.27 44.81
37.13 59.73
62.76 45.40
69.88 11.69
21.34 35.82
12.34 3.86
35.36 38.45
25.75 63.67
25.16 10.50
