60
25.37 57.49
96.20 77.33
12.01 59.39
54.10 90.15
34.50 49.03
41.13 1.15
37.21 96.48
29.15 52.92
91.19 72.64
66.46 67.85
70.49 70.01
41.09 5.88
54.62 49.39
33.89 6.96
89.27 26.13
30.41 51.87
6.75 45.27
52.08 93.13
40.72 27.85
82.08 13.89
7.15 8.62
17.09 13.78
5.46 76.69
45.63 3.13
53.10 47.52
49.16 50.67
99.64 33.78
30.20 47.50
8.74 11.11
93.99 38.52
89.37 17.91
61.13 73.97
99.89 19.10
44.59 95.43
87.22 28.05
76.77 98.53
27.49 31.95
11.94 32.43
20.82 63.49
45.30 40.42
48.06 80.15
69.68 30.61
7.56 97.22
19.54 22.40
16.53 75.59
37.03 98.57
94.16 89.69
88.98 48.80
11.49 17.36
44.77 25.18
86.45 1.37
22.28 3.96
77.93 27.88
51.99 30.91
93.12 82.75
83.00 95.65
82.96 19.69
57.64 88.11
51.18 76.34
91.90 10.12
