50
14.62 82.65
98.03 65.73
35.04 54.87
13.10 1.42
97.09 64.97
52.66 93.36
43.38 87.17
82.62 21.10
25.18 29.30
24.05 58.64
25.94 41.90
13.11 91.00
35.38 45.82
58.33 90.43
42.06 91.77
50.16 53.18
52.35 1.87
44.01 18.31
0.39 79.92
17.23 47.35
72.52 55.65
32.60 51.83
55.54 78.43
10.61 56.03
24.85 27.69
77.23 50.77
56.17 76.00
91.25 44.32
61.25 50.56
51.22 69.27
45.23 53.33
47.80 94.15
69.92 87.65
94.22 25.96
55.95 94.33
84.00 13.71
12.16 44.21
7.25 24.06
7.31 66.95
78.39 89.70
15.44 71.61
66.03 14.30
88.28 96.75
21.96 95.25
39.83 48.73
98.99 83.24
16.15 43.15
51.56 33.91
19.57 31.85
72.22 1.95
