70
22.99 3.12
13.31 36.07
10.49 83.58
55.85 62.78
62.62 68.07
48.93 0.33
79.77 74.83
50.30 53.52
65.93 6.61
73.68 25.22
7.44 26.56
72.93 20.52
73.98 97.57
49.39 38.26
47.90 68.37
76.70 61.70
64.28 7.75
14.74 25.39
74.32 30.44
56.78 1.25
6.07 26.88
67.20 69.22
67.57 29.09
51.65 46.47
46.63 11.85
89.37 19.93
97.81 93.63
1.75 45.90
81.99 96.81
44.95 26.87
20.98 94.56
21.07 58.15
14.17 52.41
95.27 13.26
82.02 50.87
88.69 70.33
23.14 89.77
48.61 2.48
0.36 49.17
45.08 30.20
14.07 34.40
31.61 84.02
0.17 75.07
83.91 12.00
92.64 71.30
90.16 28.98
37.22 39.29
99.88 58.92
36.07 42.81
27.52 4.83
28.56 93.56
24.93 26.57
51.10 18.98
37.33 95.62
88.43 81.20
63.09 91.34
94.07 54.92
71.96 4.95
73.24 45.09
75.27 64.45
28.62 4.90
92.68 12.73
47.22 34.37
29.78 73.90
97.63 26.02
65.60 30.08
55.73 39.44
16.73 16.17
20.79 90.60
49.71 22.00
