50
96.12 88.56
29.02 9.18
4.63 83.36
77.79 33.61
80.94 76.08
88.88 51.11
74.47 41.89
11.97 68.59
11.92 5.52
86.56 24.71
32.56 57.71
31.76 22.59
61.42 27.02
67.95 91.04
56.57 27.38
48.11 45.98
51.78 71.79
74.17 76.68
12.89 80.40
39.76 17.94
96.32 61.81
40.39 55.86
0.76 55.91
6.95 88.39
98.01 4.29
31.35 13.11
2.10 5.14
1.77 94.38
44.37 5.09
75.21 59.44
49.28 97.05
3.88 45.30
19.94 31.18
98.54 47.75
69.39 69.44
9.64 42.05
71.06 85.36
89.81 30.56
23.83 8.36
0.50 2.84
51.17 94.76
4.98 30.54
62.99 0.34
0.70 16.67
19.68 44.31
8.64 43.09
9.86 90.84
17.83 59.16
91.41 8.17
99.83 41.87
