70
29.00 61.66
33.39 47.46
87.20 90.77
7.33 78.25
94.26 38.23
16.93 65.05
7.46 13.62
69.30 14.97
80.63 70.95
63.51 39.54
88.95 7.81
67.82 78.84
71.37 17.99
90.48 62.41
99.92 54.12
35.85 93.06
61.22 5.93
47.24 7.45
99.60 36.09
53.91 77.50
35.39 58.04
42.95 32.35
9.33 81.81
51.10 5.10
97.85 62.79
45.31 31.21
38.49 86.83
96.32 44.95
17.86 16.95
84.75 52.16
52.26 23.09
93.54 17.00
40.00 34.30
61.32 3.33
58.84 17.11
23.59 80.30
20.89 79.29
34.05 81.02
71.78 0.30
42.47 90.99
12.72 81.00
36.97 23.34
32.95 55.94
23.84 26.35
49.82 30.81
35.00 60.11
90.12 31.95
93.59 72.95
36.06 63.48
73.58 85.44
59.67 94.61
54.01 46.39
75.84 19.38
40.69 63.23
69.04 44.32
1.11 24.63
36.43 86.09
41.31 0.72
49.41 76.19
5.24 73.40
11.36 68.24
64.57 21.77
74.90 66.15
40.60 14.54
79.73 47.31
69.11 45.41
72.74 47.08
2.66 0.80
4.80 38.41
15.66 46.71
