100
89.22 19.96
42.97 99.88
82.68 58.28
15.71 71.74
64.87 76.21
44.10 25.01
42.58 35.86
4.35 62.87
5.25 67.48
20.85 5.14
27.68 60.13
98.76 71.72
89.82 53.01
14.30 60.20
44.16 36.21
42.47 62.22
51.33 88.59
0.24 40.31
99.57 96.46
81.28 52.41
60.61 22.12
86.20 22.58
3.67 96.71
40.41 99.11
46.34 75.59
84.32 5.55
77.93 52.33
30.07 24.78
34.50 14.73
65.61 32.50
10.60 93.06
20.07 52.18
42.88 12.46
21.87 48.41
14.65 55.45
2.65 66.75
44.15 39.00
89.08 4.44
41.44 54.35
87.46 43.11
27.56 1.67
42.63 73.57
77.66 32.78
95.88 41.07
79.47 68.13
80.41 12.70
71.80 46.78
2.48 58.83
26.17 52.27
47.93 44.60
62.01 3.33
42.87 50.48
11.08 48.56
94.60 90.98
33.29 18.04
31.66 22.44
11.10 8.78
27.99 44.83
34.71 1.94
60.91 35.60
9.99 18.11
94.14 14.51
94.60 23.20
82.75 80.91
98.17 28.76
39.41 24.44
50.18 2.21
71.61 62.95
80.74 62.18
17.46 31.78
7.28 96.65
15.78 85.29
37.00 38.41
99.55 84.35
59.40 40.85
56.42 19.51
34.35 3.25
86.33 40.36
98.77 92.94
18.17 44.52
18.95 52.85
76.54 6.40
26.23 41.02
12.88 21.84
29.49 39.34
7.32 59.75
17.97 75.99
48.19 88.59
84.32 3.59
52.56 86.05
18.02 57.04
73.59 82.22
37.85 56.31
41.70 22.69
26.89 38.56
97.96 91.32
72.82 79.30
3.27 3.64
53.60 29.03
78.72 11.67
