90
81.56 91.26
22.50 36.63
25.85 37.04
86.51 18.41
76.32 94.15
93.73 84.64
99.76 44.20
32.00 61.20
92.91 5.53
61.27 22.42
15.70 33.89
19.89 84.91
11.56 85.77
21.59 88.63
65.20 51.22
26.69 37.95
79.62 16.50
72.70 57.00
31.03 57.99
93.56 90.47
68.69 48.00
87.25 55.85
43.30 17.08
65.31 87.45
85.83 14.27
16.87 72.83
3.61 15.41
61.69 55.82
8.04 29.93
52.44 5.45
29.31 9.06
1.37 75.89
46.80 50.03
58.65 47.31
59.08 14.33
86.83 6.49
2.42 92.82
86.34 66.07
65.75 12.36
33.46 54.48
67.53 81.36
40.84 71.30
90.61 66.09
87.26 31.13
67.40 6.80
53.12 14.46
12.97 3.02
70.43 42.15
71.93 23.14
29.38 54.67
1.25 57.42
78.02 19.35
7.76 4.57
87.42 21.76
60.65 98.57
13.87 62.42
76.83 18.95
56.01 73.35
83.93 44.11
81.32 79.57
36.74 35.97
49.81 85.30
47.40 14.85
31.47 63.33
27.35 8.62
14.94 93.01
50.73 82.20
82.17 30.04
5.22 46.38
90.24 29.57
81.06 30.80
34.40 27.33
51.28 18.43
35.85 3.86
23.20 20.56
85.11 93.74
26.25 67.15
13.95 3.31
60.10 97.62
76.81 62.82
88.95 70.39
63.68 27.96
9.16 57.89
93.97 7.01
78.12 96.83
31.58 1.32
49.91 7.45
10.10 45.49
33.43 70.36
81.38 26.09
