80
32.43 0.31
25.94 73.62
30.61 32.38
9.44 96.41
0.76 97.19
70.31 64.58
10.91 58.57
21.26 68.82
76.80 27.86
78.36 34.14
83.01 18.78
70.50 92.93
20.65 73.89
16.13 94.40
92.82 48.84
30.02 96.51
37.49 83.48
17.48 50.22
13.99 86.42
28.63 55.37
45.74 65.80
1.83 87.73
76.36 32.34
22.71 3.95
19.06 57.24
76.36 34.11
68.08 44.14
4.46 54.58
35.66 24.51
53.84 23.67
58.26 2.74
80.50 9.93
43.40 89.44
97.06 31.01
71.44 93.62
1.26 42.87
64.02 38.83
39.35 29.59
51.85 69.80
89.02 9.02
83.96 26.40
79.33 26.58
7.91 99.13
37.99 92.21
36.94 13.94
50.18 70.59
19.35 24.05
78.85 75.06
75.09 89.18
57.64 12.03
64.07 43.05
16.86 88.52
21.15 6.40
96.27 35.20
62.24 30.45
32.50 57.71
60.06 48.46
53.89 43.48
44.55 20.65
1.04 55.10
61.17 25.34
16.52 70.12
29.33 25.39
33.43 99.66
48.50 33.17
0.83 87.06
99.10 20.53
74.53 10.78
10.08 83.02
15.54 34.48
5.79 74.14
89.18 46.88
51.87 65.58
91.05 38.39
72.80 96.03
99.89 94.44
72.25 55.73
45.34 63.48
74.79 84.52
77.95 84.15
